id_transaccion,fecha_gasto,concepto,proveedor,monto_usd,metodo_pago,estado_pago
TXN-2026-0450,2026-07-08,Servicios Nube Azure,ETB / Tigo Telecomunicaciones,998.27,PayPal,Error Banco
TXN-2026-0053,2026-02-22,Alimento Medicado Mascotas,Transportes del Darién S.A.,38.15,Pse / Débito,Pagado
TXN-2026-0346,2026-04-06,  Mantenimiento Servidor Local / Ngrok   ,OpenAI LLC,855.84,Pse / Débito,Pagado
TXN-2026-0265,2026-04-19,Transporte Logístico Urabá,ETB / Tigo Telecomunicaciones,779.63,Pse / Débito,Aprobado
TXN-2026-0242,2026-04-02,Alimento Medicado Mascotas,Agropecuaria y Mascotas Mutatá,709.26,Pse / Débito,Pendiente
TXN-2026-0014,2026-02-11,Herramientas de Hardware IoT (Raspberry/ESP32),ETB / Tigo Telecomunicaciones,724.75,Tarjeta de Crédito Corporativa,Error Banco
TXN-2026-0316,2026-01-08,  Herramientas de Hardware IoT (Raspberry/ESP32)   ,Beeks Financial Cloud / MQ Hosting,1189.96,Pse / Débito,Pendiente
TXN-2026-0089,30/07/2026,Honorarios Consultoría Quant,Beeks Financial Cloud / MQ Hosting,702.21,Transferencia Bancaria,PAGADO
TXN-2026-0388,2026-03-16,INSUMOS PELUQUERÍA CANINA HEISGROOMER,PetShop Supply Co.,1077.8,Efectivo,pagado
TXN-2026-0274,2026-02-02,,Milesight IoT Co.,396.68,Efectivo,pagado
TXN-2026-0167,2026-02-05,Alimento Medicado Mascotas,Distribuidora Estética Mascotas SAS,310.79,Transferencia Bancaria,PAGADO
TXN-2026-0329,2026-02-13,  Suscripción OpenAI API   ,PetShop Supply Co.,1131.07,PayPal,pagado
TXN-2026-0056,2026-04-11,TRANSPORTE LOGÍSTICO URABÁ,Amazon Web Services LLC,522.91,Transferencia Bancaria,PAGADO
TXN-2026-0135,2026-06-17,Herramientas de Hardware IoT (Raspberry/ESP32),MercadoLibre Colombia,909.02,Efectivo,pagado
TXN-2026-0307,2026-07-17,Licencias MetaTrader 5 / VPS Trading,Meta Platforms Ireland Ltd,157.1,PayPal,CANCELADO
TXN-2026-0326,2026-08-15,Servicios de Nube AWS,Beeks Financial Cloud / MQ Hosting,836.41,Tarjeta de Crédito Corporativa,Pagado
TXN-2026-0320,03/05/2026,Servicio de Internet Fibra Óptica,Milesight IoT Co.,418.8,PayPal,Pendiente
TXN-2026-0244,2026-04-24,,Microsoft Ireland Operations,237.06,Pse / Débito,
TXN-2026-0055,2026-01-08,Transporte Logístico Urabá,MercadoLibre Colombia,873.15,Transferencia Bancaria,
TXN-2026-0364,2026-05-17,Insumos Peluquería Canina HeisGroomer,Amazon Web Services LLC,911.86,Tarjeta de Crédito Corporativa,CANCELADO
TXN-2026-0051,2026-07-16,Publicidad Meta Ads (Instagram/FB),MercadoLibre Colombia,536.25,Transferencia Bancaria,Aprobado
TXN-2026-0175,2026-08-05,Compra Sensores LoRaWAN AgroTech,MercadoLibre Colombia,340.22,Pse / Débito,pagado
TXN-2026-0190,2026-05-03,Transporte Logístico Urabá,PetShop Supply Co.,1011.78,,CANCELADO
TXN-2026-0079,2026-03-15,Publicidad Meta Ads (Instagram/FB),PetShop Supply Co.,491.97,Pse / Débito,Pagado
TXN-2026-0188,2026-05-10,Mantenimiento Servidor Local / Ngrok,Meta Platforms Ireland Ltd,370.25,PayPal,Pagado
TXN-2026-0170,2026-05-19,Licencias MetaTrader 5 / VPS Trading,OpenAI LLC,1113.88,PayPal,Pagado
TXN-2026-0059,2026-06-21,Compra Sensores LoRaWAN AgroTech,Meta Platforms Ireland Ltd,923.77,Pse / Débito,CANCELADO
TXN-2026-0049,2026-02-04,Transporte Logístico Urabá,ETB / Tigo Telecomunicaciones,720.61,Efectivo,CANCELADO
TXN-2026-0345,2026-03-24,Alimento Medicado Mascotas,Transportes del Darién S.A.,237.7,Efectivo,Error Banco
TXN-2026-0236,2026-01-15,HONORARIOS CONSULTORÍA QUANT,OpenAI LLC,1016.72,PayPal,Error Banco
TXN-2026-0253,2026-06-18,  Alimento Medicado Mascotas   ,Agropecuaria y Mascotas Mutatá,1188.98,Efectivo,Error Banco
TXN-2026-0022,2026-08-25,HERRAMIENTAS DE HARDWARE IOT (RASPBERRY/ESP32),ETB / Tigo Telecomunicaciones,787.79,Tarjeta de Crédito Corporativa,Error Banco
TXN-2026-0314,2026-03-13,Alimento Medicado Mascotas,Milesight IoT Co.,959.68,Pse / Débito,PAGADO
TXN-2026-0161,2026-04-02,Servicios de Nube AWS,MercadoLibre Colombia,162.5,Efectivo,PAGADO
TXN-2026-0277,2026-06-28,Servicios Nube Azure,ETB / Tigo Telecomunicaciones,1162.23,Efectivo,Error Banco
TXN-2026-0444,2026-08-07,Servicios Nube Azure,PetShop Supply Co.,942.98,Tarjeta de Crédito Corporativa,PAGADO
TXN-2026-0192,,Suscripción OpenAI API,ETB / Tigo Telecomunicaciones,400.18,Pse / Débito,Pendiente
TXN-2026-0386,2026-06-21,Insumos Peluquería Canina HeisGroomer,Distribuidora Estética Mascotas SAS,982.66,PayPal,pagado
TXN-2026-0294,2026-02-12,Honorarios Consultoría Quant,Beeks Financial Cloud / MQ Hosting,154.9,PayPal,Aprobado
TXN-2026-0414,2026-07-30,Publicidad Meta Ads (Instagram/FB),OpenAI LLC,176.61,Pse / Débito,CANCELADO
TXN-2026-0344,2026-03-21,Publicidad Meta Ads (Instagram/FB),PetShop Supply Co.,1167.41,PayPal,PAGADO
TXN-2026-0258,2026-03-21,Herramientas de Hardware IoT (Raspberry/ESP32),Milesight IoT Co.,42774.0,Efectivo,Aprobado
TXN-2026-0309,2026.02.14,Alimento Medicado Mascotas,Meta Platforms Ireland Ltd,66689.0,Tarjeta de Crédito Corporativa,Pendiente
TXN-2026-0150,2026-05-13,Licencias MetaTrader 5 / VPS Trading,Microsoft Ireland Operations,338.26,Transferencia Bancaria,Pagado
TXN-2026-0131,2026-08-09,Alimento Medicado Mascotas,Transportes del Darién S.A.,773.57,,Aprobado
TXN-2026-0152,2026-03-23,Suscripción Canva Pro / Marketing,PetShop Supply Co.,952.79,PayPal,PAGADO
TXN-2026-0360,2026-05-29,Servicios Nube Azure,Meta Platforms Ireland Ltd,608.07,Efectivo,PAGADO
TXN-2026-0100,2026-08-01,Licencias MetaTrader 5 / VPS Trading,Amazon Web Services LLC,827.67,Tarjeta de Crédito Corporativa,CANCELADO
TXN-2026-0373,2026-01-23,Suscripción Canva Pro / Marketing,Transportes del Darién S.A.,19174.0,Pse / Débito,CANCELADO
TXN-2026-0088,2026-02-18,Mantenimiento Servidor Local / Ngrok,PetShop Supply Co.,1038.87,Efectivo,Error Banco
TXN-2026-0269,2026-03-10,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas SAS,911.79,Efectivo,PAGADO
TXN-2026-0331,2026-05-22,Honorarios Consultoría Quant,ETB / Tigo Telecomunicaciones,348.6,Tarjeta de Crédito Corporativa,pagado
TXN-2026-0215,2026-02-27,Herramientas de Hardware IoT (Raspberry/ESP32),Amazon Web Services LLC,563.66,Efectivo,Error Banco
TXN-2026-0122,2026-03-15,Insumos Peluquería Canina HeisGroomer,Microsoft Ireland Operations,267.1,Transferencia Bancaria,Aprobado
TXN-2026-0114,2026-04-02,Compra Sensores LoRaWAN AgroTech,Transportes del Darién S.A.,,Efectivo,CANCELADO
TXN-2026-0021,2026-04-14,Herramientas de Hardware IoT (Raspberry/ESP32),Microsoft Ireland Operations,240.4,Efectivo,PAGADO
TXN-2026-0189,2026-05-30,Honorarios Consultoría Quant,PetShop Supply Co.,722.34,Pse / Débito,CANCELADO
TXN-2026-0072,12/08/2026,Licencias MetaTrader 5 / VPS Trading,Meta Platforms Ireland Ltd,418.74,PayPal,PAGADO
TXN-2026-0107,2026-06-06,Servicios Nube Azure,MercadoLibre Colombia,1092.62,Efectivo,Pagado
TXN-2026-0271,2026-03-02,Honorarios Consultoría Quant,Transportes del Darién S.A.,1035.34,Efectivo,Pendiente
TXN-2026-0349,2026-03-31,Suscripción Canva Pro / Marketing,Beeks Financial Cloud / MQ Hosting,831.29,,Error Banco
TXN-2026-0436,2026-04-27,Servicios Nube Azure,Milesight IoT Co.,$171.67,Pse / Débito,pagado
TXN-2026-0103,2026-01-24,Insumos Peluquería Canina HeisGroomer,PetShop Supply Co.,252.94,PayPal,Aprobado
