id_transaccion,fecha_gasto,concepto,proveedor,monto_usd,metodo_pago,estado_pago,concepto_clean,proveedor_clean,monto_usd_clean,fecha_gasto_clean,metodo_pago_clean,estado_pago_clean,z_score_robusto,monto_usd_final,anio_mes,cluster_gasto,categoria_gasto_ml,anomalia_iforest,es_anomalia_ml
TXN-2026-0219,2026-07-29,Licencias MetaTrader 5 / VPS Trading,OpenAI LLC,632.68,PayPal,pagado,Licencias Metatrader S / Vps Trading,Openai Llc,632.68,2026-07-29,Paypal,APROBADO,-0.04024155338692902,632.68,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0166,2026-06-15,4lim3nto m3dic4do m4scot4s,Transportes del Darién S.A.,196.82,PayPal,Error Banco,Alimento Medicado Mascotas,Transportes Del Darién S.A.,196.82,2026-06-15,Paypal,ERROR BANCO,-1.0173826931767311,196.82,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0282,24/04/2026,Honorarios Consultoría Quant,Distribuidora Estética Mascotas SAS,1185.96,Transferencia Bancaria,Pendiente,Honorarios Consultoría Quant,Distribuidora Estética Mascotas Sas,1185.96,2026-04-24,Transferencia Bancaria,PENDIENTE,1.200139876023666,1185.96,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0205,2026-02-05,Compra Sensores LoRaWAN AgroTech,Amazon Web Services LLC,294.09,PayPal,CANCELADO,Compra Sensores Lorawan Agrotech,Amazon Web Services Llc,294.09,2026-02-05,Paypal,CANCELADO,-0.7993160693356949,294.09,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0075,2026-05-31,Licencias MetaTrader 5 / VPS Trading,Transportes del Darién S.A.,737.41,Transferencia Bancaria,Aprobado,Licencias Metatrader S / Vps Trading,Transportes Del Darién S.A.,737.41,2026-05-31,Transferencia Bancaria,APROBADO,0.19454941520432964,737.41,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0250,2026-03-23,Honorarios Consultoría Quant,MercadoLibre Colombia,697.42,Efectivo,Error Banco,Honorarios Consultoría Quant,Mercadolibre Colombia,697.42,2026-03-23,Efectivo,ERROR BANCO,0.10489706311835205,697.42,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0396,2026-06-22,Suscripción Canva Pro / Marketing,ETB / Tigo Telecomunicaciones,1019.05,Pse / Débito,PAGADO,Suscripción Canva Pro / Marketing,Etb / Tigo Telecomunicaciones,1019.05,2026-06-22,Pse / Débito,APROBADO,0.825949476256961,1019.05,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0267,2026-05-07,Publicidad Meta Ads (Instagram/FB),Agropecuaria y Mascotas Mutatá,540.96,,Error Banco,Publicidad Meta Ads (Instagram/Fb),Agropecuaria Y Mascotas Mutatá,540.96,2026-05-07,No Registrado,ERROR BANCO,-0.24586580278242431,540.96,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0120,2026-06-25,Servicios Nube Azure,Microsoft Ireland Operations,12548.0,PayPal,pagado,Servicios Nube Azure,Microsoft Ireland Operations,12548.0,2026-06-25,Paypal,APROBADO,26.6723481904763,1827.475,2026-06,1,Perfil_2,-1,ALERTA
TXN-2026-0278,2026-05-21,Servicio de Internet Fibra Óptica,Meta Platforms Ireland Ltd,1074.57,Tarjeta de Crédito Corporativa,Error Banco,Servicio De Internet Fibra Óptica,Meta Platforms Ireland Ltd,1074.57,2026-05-21,Tarjeta De Crédito Corporativa,ERROR BANCO,0.950418058097758,1074.57,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0285,2026-08-09,Servicios Nube Azure,OpenAI LLC,713.65,Efectivo,Pendiente,Servicios Nube Azure,Openai Llc,713.65,2026-08-09,Efectivo,PENDIENTE,0.14128260136179835,713.65,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0228,2026-03-08,Servicio de Internet Fibra Óptica,Transportes del Darién S.A.,364.8,Transferencia Bancaria,Error Banco,Servicio De Internet Fibra Óptica,Transportes Del Darién S.A.,364.8,2026-03-08,Transferencia Bancaria,ERROR BANCO,-0.640793493291697,364.8,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0380,2026-03-08,Servicios de Nube AWS,PetShop Supply Co.,636.91,Pse / Débito,CANCELADO,Servicios De Nube Aws,Petshop Supply Co.,636.91,2026-03-08,Pse / Débito,CANCELADO,-0.030758446377084386,636.91,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0392,2026-04-10,Servicio de Internet Fibra Óptica,Distribuidora Estética Mascotas SAS,470.83,Transferencia Bancaria,Aprobado,Servicio De Internet Fibra Óptica,Distribuidora Estética Mascotas Sas,470.83,2026-04-10,Transferencia Bancaria,APROBADO,-0.40308809465013157,470.83,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0229,2026-05-21,Transporte Logístico Urabá,Distribuidora Estética Mascotas SAS,988.59,Efectivo,CANCELADO,Transporte Logístico Urabá,Distribuidora Estética Mascotas Sas,988.59,2026-05-21,Efectivo,CANCELADO,0.7576621383090022,988.59,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0211,2026-05-12,Servicio de Internet Fibra Óptica,Amazon Web Services LLC,812.23,Tarjeta de Crédito Corporativa,,Servicio De Internet Fibra Óptica,Amazon Web Services Llc,812.23,2026-05-12,Tarjeta De Crédito Corporativa,PENDIENTE,0.36228607394583623,812.23,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0366,2026-03-16,Mantenimiento Servidor Local / Ngrok,Transportes del Darién S.A.,528.89,Transferencia Bancaria,PAGADO,Mantenimiento Servidor Local / Ngrok,Transportes Del Darién S.A.,528.89,2026-03-16,Transferencia Bancaria,APROBADO,-0.27292516486488877,528.89,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0398,2026.05.19,SUSCRIPCIÓN CANVA PRO / MARKETING,Meta Platforms Ireland Ltd,1043.62,Transferencia Bancaria,pagado,Suscripción Canva Pro / Marketing,Meta Platforms Ireland Ltd,1043.62,2026-05-19,Transferencia Bancaria,APROBADO,0.8810322042077603,1043.62,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0037,2026-03-05,HERRAMIENTAS DE HARDWARE IOT (RASPBERRY/ESP32),PetShop Supply Co.,1048.52,Transferencia Bancaria,PAGADO,Herramientas De Hardware Iot (Raspberry/Espe2),Petshop Supply Co.,1048.52,2026-03-05,Transferencia Bancaria,APROBADO,0.8920173636281478,1048.52,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0197,2026-08-27,LICENCIAS METATRADER 5 / VPS TRADING,OpenAI LLC,892.96,Tarjeta de Crédito Corporativa,pagado,Licencias Metatrader S / Vps Trading,Openai Llc,892.96,2026-08-27,Tarjeta De Crédito Corporativa,APROBADO,0.5432721800698915,892.96,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0140,2026-05-15,Suscripción OpenAI API,Distribuidora Estética Mascotas SAS,350.23,PayPal,Pagado,Suscripción Openai Api,Distribuidora Estética Mascotas Sas,350.23,2026-05-15,Paypal,APROBADO,-0.6734575285478284,350.23,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0348,2026-04-12,s3rvicios nub3 4zur3,MercadoLibre Colombia,456.37,Transferencia Bancaria,PAGADO,Servicios Nube Azure,Mercadolibre Colombia,456.37,2026-04-12,Transferencia Bancaria,APROBADO,-0.43550552428662154,456.37,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0357,2026-06-13,Transporte Logístico Urabá,Distribuidora Estética Mascotas SAS,1016.82,Pse / Débito,Pagado,Transporte Logístico Urabá,Distribuidora Estética Mascotas Sas,1016.82,2026-06-13,Pse / Débito,APROBADO,0.8209501077860502,1016.82,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0403,07/03/2026,Publicidad Meta Ads (Instagram/FB),PetShop Supply Co.,62.33,Pse / Débito,CANCELADO,Publicidad Meta Ads (Instagram/Fb),Petshop Supply Co.,62.33,2026-07-03,Pse / Débito,CANCELADO,-1.3188916912273219,62.33,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0272,2026-07-28,Servicios de Nube AWS,Transportes del Darién S.A.,348.09,PayPal,Aprobado,Servicios De Nube Aws,Transportes Del Darién S.A.,348.09,2026-07-28,Paypal,APROBADO,-0.6782551287844875,348.09,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0060,2026-07-29,Licencias MetaTrader 5 / VPS Trading,Microsoft Ireland Operations,1115.73,Efectivo,CANCELADO,Licencias Metatrader S / Vps Trading,Microsoft Ireland Operations,1115.73,2026-07-29,Efectivo,CANCELADO,1.042693397229012,1115.73,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0112,2026-02-02,Compra Sensores LoRaWAN AgroTech,Microsoft Ireland Operations,671.74,Transferencia Bancaria,Pendiente,Compra Sensores Lorawan Agrotech,Microsoft Ireland Operations,671.74,2026-02-02,Transferencia Bancaria,PENDIENTE,0.04732586027844456,671.74,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0299,2026-01-12,Servicios Nube Azure,Meta Platforms Ireland Ltd,931.63,Tarjeta de Crédito Corporativa,Pagado,Servicios Nube Azure,Meta Platforms Ireland Ltd,931.63,2026-01-12,Tarjeta De Crédito Corporativa,APROBADO,0.6299652647201728,931.63,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0430,2026-03-30,publicid4d m3t4 4ds (inst4gr4m/fb),Transportes del Darién S.A.,1060.21,Transferencia Bancaria,CANCELADO,Publicidad Meta Ads (Instagram/Fb),Transportes Del Darién S.A.,1060.21,2026-03-30,Transferencia Bancaria,CANCELADO,0.918224815388215,1060.21,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0007,2026-06-05,Mantenimiento Servidor Local / Ngrok,PetShop Supply Co.,562.78,Pse / Débito,Aprobado,Mantenimiento Servidor Local / Ngrok,Petshop Supply Co.,562.78,2026-06-05,Pse / Débito,APROBADO,-0.19694821532265874,562.78,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0365,2026-02-27,,Beeks Financial Cloud / MQ Hosting,469.51,Transferencia Bancaria,Pagado,Gasto No Especificado,Beeks Financial Cloud / Mq Hosting,469.51,2026-02-27,Transferencia Bancaria,APROBADO,-0.4060473620858277,469.51,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0330,2026.06.30,Transporte Logístico Urabá,OpenAI LLC,,PayPal,Pendiente,Transporte Logístico Urabá,Openai Llc,659.685,2026-06-30,Paypal,PENDIENTE,0.020300126235022073,659.685,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0159,2026-07-19,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,,,Pendiente,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,781.17,2026-07-19,No Registrado,PENDIENTE,0.2926536144361971,781.17,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0151,2026-02-26,Insumos Peluquería Canina HeisGroomer,Amazon Web Services LLC,484.8,Efectivo,Aprobado,Insumos Peluquería Canina Heisgroomer,Amazon Web Services Llc,484.8,2026-02-26,Efectivo,APROBADO,-0.37176918095568023,484.8,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0178,2026-05-20,Licencias MetaTrader 5 / VPS Trading,Meta Platforms Ireland Ltd,971.71,Efectivo,Pagado,Licencias Metatrader S / Vps Trading,Meta Platforms Ireland Ltd,971.71,2026-05-20,Efectivo,APROBADO,0.7198193850404025,971.71,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0185,2026-05-21,Servicio de Internet Fibra Óptica,MercadoLibre Colombia,16747.0,PayPal,Aprobado,Servicio De Internet Fibra Óptica,Mercadolibre Colombia,16747.0,2026-05-21,Paypal,APROBADO,36.08595725296742,1827.475,2026-05,1,Perfil_2,-1,ALERTA
TXN-2026-0011,2026-04-19,Alimento Medicado Mascotas,Agropecuaria y Mascotas Mutatá,569.64,Pse / Débito,Pagado,Alimento Medicado Mascotas,Agropecuaria Y Mascotas Mutatá,569.64,2026-04-19,Pse / Débito,APROBADO,-0.18156899213411642,569.64,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0432,2026-05-03,Suscripción OpenAI API,MercadoLibre Colombia,-41.6,Pse / Débito,Pendiente,Suscripción Openai Api,Mercadolibre Colombia,41.6,2026-05-03,Pse / Débito,PENDIENTE,-1.3653656411833688,41.6,2026-05,0,Perfil_1,-1,ALERTA
TXN-2026-0104,2026-03-07,Publicidad Meta Ads (Instagram/FB),Beeks Financial Cloud / MQ Hosting,416.38,Tarjeta de Crédito Corporativa,Pendiente,Publicidad Meta Ads (Instagram/Fb),Beeks Financial Cloud / Mq Hosting,416.38,2026-03-07,Tarjeta De Crédito Corporativa,PENDIENTE,-0.5251578763725991,416.38,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0082,2026-04-22,Publicidad Meta Ads (Instagram/FB),Microsoft Ireland Operations,498.89,Tarjeta de Crédito Corporativa,Aprobado,Publicidad Meta Ads (Instagram/Fb),Microsoft Ireland Operations,498.89,2026-04-22,Tarjeta De Crédito Corporativa,APROBADO,-0.34018124294889296,498.89,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0039,2026-05-11,Suscripción Canva Pro / Marketing,ETB / Tigo Telecomunicaciones,47.71,PayPal,,Suscripción Canva Pro / Marketing,Etb / Tigo Telecomunicaciones,47.71,2026-05-11,Paypal,PENDIENTE,-1.3516678199469265,47.71,2026-05,0,Perfil_1,-1,ALERTA
TXN-2026-0300,2026-03-16,Licencias MetaTrader 5 / VPS Trading,PetShop Supply Co.,564.75,Efectivo,Error Banco,Licencias Metatrader S / Vps Trading,Petshop Supply Co.,564.75,2026-03-16,Efectivo,ERROR BANCO,-0.19253173286180908,564.75,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0168,2026-01-31,Licencias MetaTrader 5 / VPS Trading,PetShop Supply Co.,1195.69,Efectivo,Pendiente,Licencias Metatrader S / Vps Trading,Petshop Supply Co.,1195.69,2026-01-31,Efectivo,PENDIENTE,1.221953264015578,1195.69,2026-01,1,Perfil_2,-1,ALERTA
TXN-2026-0446,2026-08-26,Servicios Nube Azure,Microsoft Ireland Operations,454.44,Efectivo,PAGADO,Servicios Nube Azure,Microsoft Ireland Operations,454.44,2026-08-26,Efectivo,APROBADO,-0.4398323319766924,454.44,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0279,2026-01-05,Suscripción Canva Pro / Marketing,OpenAI LLC,15.8,Transferencia Bancaria,Pendiente,Suscripción Canva Pro / Marketing,Openai Llc,15.8,2026-01-05,Transferencia Bancaria,PENDIENTE,-1.4232058683356126,15.8,2026-01,0,Perfil_1,-1,ALERTA
TXN-2026-0199,2026-08-28,Publicidad Meta Ads (Instagram/FB),Meta Platforms Ireland Ltd,910.75,PayPal,Error Banco,Publicidad Meta Ads (Instagram/Fb),Meta Platforms Ireland Ltd,910.75,2026-08-28,Paypal,ERROR BANCO,0.583155034373706,910.75,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0384,2026-04-24,Publicidad Meta Ads (Instagram/FB),Microsoft Ireland Operations,544.78,Efectivo,Pagado,Publicidad Meta Ads (Instagram/Fb),Microsoft Ireland Operations,544.78,2026-04-24,Efectivo,APROBADO,-0.23730186217306123,544.78,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0235,2026-06-28,Transporte Logístico Urabá,Microsoft Ireland Operations,1031.99,Tarjeta de Crédito Corporativa,PAGADO,Transporte Logístico Urabá,Microsoft Ireland Operations,1031.99,2026-06-28,Tarjeta De Crédito Corporativa,APROBADO,0.8549592646038615,1031.99,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0195,2026-08-28,,Beeks Financial Cloud / MQ Hosting,816.8,Efectivo,Error Banco,Gasto No Especificado,Beeks Financial Cloud / Mq Hosting,816.8,2026-08-28,Efectivo,ERROR BANCO,0.3725314165072994,816.8,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0090,2026-05-22,Alimento Medicado Mascotas,Meta Platforms Ireland Ltd,1045.48,Transferencia Bancaria,Pendiente,Alimento Medicado Mascotas,Meta Platforms Ireland Ltd,1045.48,2026-05-22,Transferencia Bancaria,PENDIENTE,0.8852020810489689,1045.48,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0147,2026-06-23,Publicidad Meta Ads (Instagram/FB),Transportes del Darién S.A.,902.02,Pse / Débito,Error Banco,Publicidad Meta Ads (Instagram/Fb),Transportes Del Darién S.A.,902.02,2026-06-23,Pse / Débito,ERROR BANCO,0.5635835156512606,902.02,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0164,2026-03-31,Honorarios Consultoría Quant,Distribuidora Estética Mascotas SAS,530.4,Tarjeta de Crédito Corporativa,CANCELADO,Honorarios Consultoría Quant,Distribuidora Estética Mascotas Sas,530.4,2026-03-31,Tarjeta De Crédito Corporativa,CANCELADO,-0.2695399422679939,530.4,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0245,2026-04-01,Servicio de Internet Fibra Óptica,Transportes del Darién S.A.,$1038.51,Efectivo,Pagado,Servicio De Internet Fibra Óptica,Transportes Del Darién S.A.,1038.51,2026-04-01,Efectivo,APROBADO,0.8695762522407852,1038.51,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0148,2026-08-20,Insumos Peluquería Canina HeisGroomer,MercadoLibre Colombia,1181.56,PayPal,pagado,Insumos Peluquería Canina Heisgroomer,Mercadolibre Colombia,1181.56,2026-08-20,Paypal,APROBADO,1.1902756512380117,1181.56,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0003,2026-07-27,Herramientas de Hardware IoT (Raspberry/ESP32),OpenAI LLC,418.2,PayPal,PAGADO,Herramientas De Hardware Iot (Raspberry/Espe2),Openai Llc,418.2,2026-07-27,Paypal,APROBADO,-0.5210776743021696,418.2,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0093,2026-01-20,Licencias MetaTrader 5 / VPS Trading,Distribuidora Estética Mascotas SAS,48602.0,PayPal,Error Banco,Licencias Metatrader S / Vps Trading,Distribuidora Estética Mascotas Sas,48602.0,2026-01-20,Paypal,ERROR BANCO,107.50070283183254,1827.475,2026-01,2,Perfil_3,-1,ALERTA
TXN-2026-0382,2026-08-03,s3rvicio d3 int3rn3t fibr4 óptic4,Amazon Web Services LLC,1122.23,Efectivo,Error Banco,Servicio De Internet Fibra Óptica,Amazon Web Services Llc,1122.23,2026-08-03,Efectivo,ERROR BANCO,1.0572655474805464,1122.23,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0070,2026-07-05,Herramientas de Hardware IoT (Raspberry/ESP32),ETB / Tigo Telecomunicaciones,1176.91,PayPal,Pendiente,Herramientas De Hardware Iot (Raspberry/Espe2),Etb / Tigo Telecomunicaciones,1176.91,2026-07-05,Paypal,PENDIENTE,1.1798509591349913,1176.91,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0273,2026-03-10,Mantenimiento Servidor Local / Ngrok,MercadoLibre Colombia,175.67,Efectivo,Aprobado,Mantenimiento Servidor Local / Ngrok,Mercadolibre Colombia,175.67,2026-03-10,Efectivo,APROBADO,-1.0647982282259543,175.67,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0124,2026-06-05,Suscripción Canva Pro / Marketing,PetShop Supply Co.,228.79,PayPal,,Suscripción Canva Pro / Marketing,Petshop Supply Co.,228.79,2026-06-05,Paypal,PENDIENTE,-0.9457101326318773,228.79,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0352,2026-04-19,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas SAS,273.58,Pse / Débito,PAGADO,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas Sas,273.58,2026-04-19,Pse / Débito,APROBADO,-0.8452968080524591,273.58,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0097,2026-06-24,Servicio de Internet Fibra Óptica,OpenAI LLC,770.92,Tarjeta de Crédito Corporativa,PAGADO,Servicio De Internet Fibra Óptica,Openai Llc,770.92,2026-06-24,Tarjeta De Crédito Corporativa,APROBADO,0.2696744544241623,770.92,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0144,03/04/2026,Licencias MetaTrader 5 / VPS Trading,OpenAI LLC,419.95,Transferencia Bancaria,Pendiente,Licencias Metatrader S / Vps Trading,Openai Llc,419.95,2026-03-04,Transferencia Bancaria,PENDIENTE,-0.5171544030806027,419.95,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0240,2026-07-13,Herramientas de Hardware IoT (Raspberry/ESP32),PetShop Supply Co.,608.44,Tarjeta de Crédito Corporativa,Pendiente,Herramientas De Hardware Iot (Raspberry/Espe2),Petshop Supply Co.,608.44,2026-07-13,Tarjeta De Crédito Corporativa,PENDIENTE,-0.09458446447880417,608.44,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0361,2026-08-07,Compra Sensores LoRaWAN AgroTech,Distribuidora Estética Mascotas SAS,689.74,Efectivo,Error Banco,Compra Sensores Lorawan Agrotech,Distribuidora Estética Mascotas Sas,689.74,2026-08-07,Efectivo,ERROR BANCO,0.08767950712884709,689.74,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0342,2026-06-17,s3rvicio d3 int3rn3t fibr4 óptic4,Meta Platforms Ireland Ltd,341.37,Pse / Débito,,Servicio De Internet Fibra Óptica,Meta Platforms Ireland Ltd,341.37,2026-06-17,Pse / Débito,PENDIENTE,-0.6933204902753043,341.37,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0292,2026-08-05,Compra Sensores LoRaWAN AgroTech,Microsoft Ireland Operations,152.44,Tarjeta de Crédito Corporativa,CANCELADO,Compra Sensores Lorawan Agrotech,Microsoft Ireland Operations,152.44,2026-08-05,Tarjeta De Crédito Corporativa,CANCELADO,-1.116876851355668,152.44,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0098,2026-06-23,Servicios Nube Azure,Meta Platforms Ireland Ltd,1185.37,Efectivo,PAGADO,Servicios Nube Azure,Meta Platforms Ireland Ltd,1185.37,2026-06-23,Efectivo,APROBADO,1.19881717315468,1185.37,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0408,2026-01-07,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas SAS,617.85,PayPal,Pendiente,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas Sas,617.85,2026-01-07,Paypal,PENDIENTE,-0.0734884746531216,617.85,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0069,2026-03-01,COMPRA SENSORES LORAWAN AGROTECH,Distribuidora Estética Mascotas SAS,650.0,Transferencia Bancaria,CANCELADO,Compra Sensores Lorawan Agrotech,Distribuidora Estética Mascotas Sas,650.0,2026-03-01,Transferencia Bancaria,CANCELADO,-0.001412377639763823,650.0,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0024,2026-07-20,Alimento Medicado Mascotas,PetShop Supply Co.,1194.58,Efectivo,Aprobado,Alimento Medicado Mascotas,Petshop Supply Co.,1194.58,2026-07-20,Efectivo,APROBADO,1.2194647891264696,1194.58,2026-07,1,Perfil_2,-1,ALERTA
TXN-2026-0038,2026-07-30,compr4 s3nsor3s lor4w4n 4grot3ch,Milesight IoT Co.,243.86,Tarjeta de Crédito Corporativa,Aprobado,Compra Sensores Lorawan Agrotech,Milesight Iot Co.,243.86,2026-07-30,Tarjeta De Crédito Corporativa,APROBADO,-0.9119251627410125,243.86,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0145,2026-03-17,Servicios Nube Azure,ETB / Tigo Telecomunicaciones,1004.62,Tarjeta de Crédito Corporativa,Error Banco,Servicios Nube Azure,Etb / Tigo Telecomunicaciones,1004.62,2026-03-17,Tarjeta De Crédito Corporativa,ERROR BANCO,0.793599302698555,1004.62,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0123,2026-04-05,Licencias MetaTrader 5 / VPS Trading,Transportes del Darién S.A.,523.5,Pse / Débito,CANCELADO,Licencias Metatrader S / Vps Trading,Transportes Del Darién S.A.,523.5,2026-04-05,Pse / Débito,CANCELADO,-0.2850088402273148,523.5,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0184,2026-07-15,  Servicios de Nube AWS   ,Agropecuaria y Mascotas Mutatá,680.75,PayPal,pagado,Servicios De Nube Aws,Agropecuaria Y Mascotas Mutatá,680.75,2026-07-15,Paypal,APROBADO,0.06752510239634048,680.75,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0203,2026-07-27,Suscripción OpenAI API,PetShop Supply Co.,319.86,PayPal,pagado,Suscripción Openai Api,Petshop Supply Co.,319.86,2026-07-27,Paypal,APROBADO,-0.7415430982615353,319.86,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0247,2026-02-12,Alimento Medicado Mascotas,Beeks Financial Cloud / MQ Hosting,106.15,Transferencia Bancaria,PAGADO,Alimento Medicado Mascotas,Beeks Financial Cloud / Mq Hosting,106.15,2026-02-12,Transferencia Bancaria,APROBADO,-1.2206529798392864,106.15,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0291,2026-01-21,Compra Sensores LoRaWAN AgroTech,OpenAI LLC,478.02,Tarjeta de Crédito Corporativa,PAGADO,Compra Sensores Lorawan Agrotech,Openai Llc,478.02,2026-01-21,Tarjeta De Crédito Corporativa,APROBADO,-0.38696905460266523,478.02,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0305,2026-03-02,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas SAS,480.65,PayPal,Aprobado,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas Sas,480.65,2026-03-02,Paypal,APROBADO,-0.3810729384239675,480.65,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0335,2026-01-16,HONORARIOS CONSULTORÍA QUANT,MercadoLibre Colombia,806.75,Efectivo,pagado,Honorarios Consultoría Quant,Mercadolibre Colombia,806.75,2026-01-16,Efectivo,APROBADO,0.35000063034915807,806.75,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0370,2026-06-25,Licencias MetaTrader 5 / VPS Trading,Agropecuaria y Mascotas Mutatá,800.04,Pse / Débito,PAGADO,Licencias Metatrader S / Vps Trading,Agropecuaria Y Mascotas Mutatá,800.04,2026-06-25,Pse / Débito,APROBADO,0.3349576875510357,800.04,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0378,2026-08-30,Servicios Nube Azure,Agropecuaria y Mascotas Mutatá,586.97,Efectivo,PAGADO,Servicios Nube Azure,Agropecuaria Y Mascotas Mutatá,586.97,2026-08-30,Efectivo,APROBADO,-0.14271739769425656,586.97,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0391,2026-08-28,Servicio de Internet Fibra Óptica,Meta Platforms Ireland Ltd,940.58,Pse / Débito,Error Banco,Servicio De Internet Fibra Óptica,Meta Platforms Ireland Ltd,940.58,2026-08-28,Pse / Débito,ERROR BANCO,0.6500299946819008,940.58,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0126,2026-04-27,Insumos Peluquería Canina HeisGroomer,Beeks Financial Cloud / MQ Hosting,935.55,Tarjeta de Crédito Corporativa,Pendiente,Insumos Peluquería Canina Heisgroomer,Beeks Financial Cloud / Mq Hosting,935.55,2026-04-27,Tarjeta De Crédito Corporativa,PENDIENTE,0.6387533922564826,935.55,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0288,2026-06-13,Mantenimiento Servidor Local / Ngrok,Amazon Web Services LLC,1121.7,Pse / Débito,pagado,Mantenimiento Servidor Local / Ngrok,Amazon Web Services Llc,1121.7,2026-06-13,Pse / Débito,APROBADO,1.0560773567677288,1121.7,2026-06,1,Perfil_2,1,NORMAL
